dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 4, Test acc: 0.6099
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8168
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8377
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8372
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8539
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8391
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8335
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8293
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8330
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8312
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8432
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8358
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8288
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8465
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.8377
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.8177
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.8544
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.8349
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.8340
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.8386
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.8219
dataset: data/pubmed, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8502
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8330
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8437
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8200
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8418
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8321
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8451
dataset: data/pubmed, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 1.9257207979505222, K: 2, Test acc: 0.8409
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9428
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.9525
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.9516
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.9549
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.9491
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.9482
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.9360
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9399
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9273
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9399
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9307
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9142
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9380
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9356
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9293
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.9535
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.9438
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.9501
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.9467
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.9559
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.9482
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 0, K: 2, Test acc: 0.9346
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 0, K: 2, Test acc: 0.9467
dataset: data/ms_academic, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9327
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9414
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9438
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9283
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9273
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9385
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 6.406301171609443, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9433
dataset: data/ms_academic, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 7.442893554003019, DPSGD epsilon: 2.0046260352217082, K: 2, Test acc: 0.9254
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7709
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7245
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6316
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6997
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.6037
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5666
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5232
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.6378
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.5325
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6842
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4954
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4056
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4644
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3560
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3591
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3622
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.0867
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.4396
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5077
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.1486
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.4706
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.0372
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4149
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4427
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.0867
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4427
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3344
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3096
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.1455
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3901
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.4830
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8111
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7616
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7059
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7647
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6161
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7554
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.8019
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.7368
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5759
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.6873
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5511
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.4396
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.6656
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.6068
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5480
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.6130
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5015
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5480
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.4613
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.4025
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.4272
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5542
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.5356
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.3932
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.4180
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.5913
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.5356
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.6780
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.3467
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 0, K: 2, Test acc: 0.5356
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.6378
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.4087
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.4272
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.5759
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 0, K: 2, Test acc: 0.6130
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5944
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5728
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6006
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5356
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.6409
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3529
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4985
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4737
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4303
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4241
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3591
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4954
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5511
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4211
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4613
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3994
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4118
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4272
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3963
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3375
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3715
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4985
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4211
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4056
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 4.313994994815165, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3127
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4892
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5851
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.4365
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.5418
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 5.363034437923216, DPSGD epsilon: 7.072257705941988, K: 2, Test acc: 0.3746
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3715
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3994
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.5851
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3189
dataset: data/cora_ml, GM: False, EM:False, V0:-1.0, DP-PPR epsilon: 0, DPSGD epsilon: 0, K: 2, Test acc: 0.3467
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.3560
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.1362
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.5201
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.3994
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 1.1312639491146967, DPSGD epsilon: 0, K: 2, Test acc: 0.4830
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.4458
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.2446
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.2755
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.3622
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 2.206053317942913, DPSGD epsilon: 0, K: 2, Test acc: 0.5356
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.3313
dataset: data/cora_ml, GM: True, EM:False, V0:-1.0, DP-PPR epsilon: 3.263939910842594, DPSGD epsilon: 0, K: 2, Test acc: 0.1950
